,ATM_lat,ATM_long,PS_x,PS_y,ATM_elev,dist_along,ATM_elev_Sm,ATM_elev_SupSm
0,79.21215500000002,334.848567,397916.20306121046,-1102322.1149244064,891.6397,0.0,,
1,79.212039,334.850146,397950.88495726883,-1102323.068921348,891.4861,34.695014402140764,,
2,79.211923,334.8517240000001,397985.547969724,-1102324.028792245,891.3228,69.37131444417871,,
3,79.21180799999998,334.853304,398020.21271189005,-1102324.8709377716,891.1725,104.04628464649237,,
4,79.211692,334.854884,398054.91491096636,-1102325.8147716827,891.0138,138.7613165948425,,
5,79.211577,334.856465,398089.5995949038,-1102326.647825323,890.8733,173.45600319400032,,
6,79.211462,334.858046,398124.2846286688,-1102327.4798062765,890.7564,208.15101378025574,,
7,79.21134599999998,334.859628,398159.02636706596,-1102328.4065221464,890.6389999999999,242.90510978576904,,
8,79.21123,334.86121,398193.76846094587,-1102329.332162061,890.5479,277.6595324743361,,
9,79.211115,334.862793,398228.49302830134,-1102330.1470208107,890.4755,312.39365939301183,,
10,79.211,334.864378,398263.2564240222,-1102330.9469023636,890.3963,347.1662562553068,,
11,79.210884,334.865964,398298.0765358075,-1102331.8415074514,890.3051,381.99785832878456,,
12,79.210769,334.867549,398332.8406339208,-1102332.6392321028,890.2375,416.7711078497836,890.2375,
13,79.210654,334.869134,398367.6050817458,-1102333.4358790831,890.1828,451.54468228484086,890.1828,
14,79.210539,334.870722,398402.4275973407,-1102334.2105880752,890.1071,486.3758144280653,890.1071,
15,79.21042299999998,334.87231,398437.28760103625,-1102335.08696446,890.0385,521.2468323831018,890.0385,
16,79.210308,334.873897,398472.0915795213,-1102335.866464369,890.0043,556.0595389497008,890.0049,
17,79.210192,334.875486,398506.9715305329,-1102336.7337203093,889.9873,590.9502700317988,890.0043,
18,79.210077,334.877075,398541.8146899765,-1102337.4971458951,889.9997,625.8017919301598,889.9997,
19,79.209962,334.878664,398576.6581990457,-1102338.259488835,890.0049,660.6536396719353,889.9995,
20,79.209846,334.880254,398611.5584498021,-1102339.1165357206,889.9605,695.5644121100355,889.9873,
21,79.209731,334.881845,398646.4411398106,-1102339.862796315,889.9293,730.4550837444932,889.9834,
22,79.209616,334.883436,398681.3241793971,-1102340.6079717774,889.9178,765.3460816847321,889.9834,
23,79.2095,334.885027,398716.2447297581,-1102341.4548027336,889.8717,800.2768984542038,889.9834,
24,79.209385,334.886619,398751.14771076,-1102342.1908473398,889.8672,835.1876395588565,889.9834,
25,79.20926999999998,334.888211,398786.05104126525,-1102342.9258055382,889.9019999999999,870.0987072009616,889.9834,
26,79.209154,334.889803,398820.99189105525,-1102343.762414914,889.9209,905.0495712716986,889.9834,
27,79.20904,334.891396,398855.87799019186,-1102344.3855012837,889.9237,939.9412343103262,889.9834,
28,79.208924,334.892988,398890.8195445602,-1102345.219935114,889.938,974.8927507508824,889.9834,
29,79.208809,334.894582,398925.7627547522,-1102345.936620731,889.9834,1009.8433097850017,889.9834,
30,79.208694,334.896176,398960.7063143304,-1102346.6522174107,889.9995,1044.7941958195531,889.9834,
31,79.208579,334.8977680000001,398995.6117440821,-1102347.380652704,889.9812,1079.70722553806,889.9834,
32,79.208464,334.899362,399030.5560023085,-1102348.094072665,889.9568,1114.6587655761218,889.9834,
33,79.208349,334.9009549999999,399065.48137020617,-1102348.813368637,889.9689999999999,1149.5915397214847,889.9995,
34,79.20823299999998,334.902549,399100.4635196857,-1102349.6273406795,890.0036,1184.5831577562092,890.0036,
